control.1	control.2	control.3	rna1.1	rna1.2	rna1.3	rna2.1	rna2.2	rna2.3	Majority.protein.IDs	Protein.names	Gene.names
3762200000	3585100000	5.82e+09	4957700000	3572200000	4370300000	4912500000	6746100000	6148100000	O15254;O15254-2	Peroxisomal acyl-coenzyme A oxidase 3	ACOX3
253940000	250350000	254540000	516850000	339730000	422470000	148820000	162800000	219400000	O15258;Q9P0H9;Q5T093;Q5T092;Q5T091	Protein RER1	RER1
373910000	524220000	411550000	758740000	651360000	616920000	516720000	437860000	411670000	O15260;Q5T8U5;Q5T8U7;O15260-2;F5H7X6;B7Z7A8;B7Z6A4	Surfeit locus protein 4	SURF4
1089900000	880930000	1004500000	643170000	657610000	791760000	897880000	857390000	1.055e+09	O15269	Serine palmitoyltransferase 1	SPTLC1
537270000	501260000	430680000	381970000	409910000	401420000	424990000	436120000	490990000	O15270;H0YJV2	Serine palmitoyltransferase 2	SPTLC2
4694800000	3792500000	4322400000	5336100000	5392100000	4910800000	3473300000	3.136e+09	3478100000	O15294;O15294-3;O15294-2;O15294-4	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT
1.568e+09	1502500000	1240600000	2053900000	1861500000	2259900000	1609200000	1371700000	1549900000	O15305;F5H0W0;B7Z419	Phosphomannomutase 2;Phosphomannomutase	PMM2
325250000	290490000	323430000	397530000	448480000	345430000	572270000	397420000	427390000	O15344;B4DLX8;O15344-2;C9J453	E3 ubiquitin-protein ligase Midline-1	MID1
4322900000	4.192e+09	3407100000	4240500000	4232900000	4393800000	4980500000	4739100000	4.116e+09	O15355;F5H7G7;Q59GB2	Protein phosphatase 1G	PPM1G
1552100000	1473700000	1479700000	1573600000	1613600000	1541100000	1553200000	1541600000	1566900000	O15357;O15357-2	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	INPPL1
91573000	159360000	129880000	133540000	117940000	114380000	98579000	109680000	112250000	O15379;O15379-2	Histone deacetylase 3	HDAC3
542410000	459060000	435680000	557920000	582310000	573300000	592910000	598800000	558170000	O15381;O15381-2;B4DP98;F8W938;H0Y8B6;O15381-3;B4DMC4	Nuclear valosin-containing protein-like	NVL
840350000	788720000	957270000	1160400000	1252100000	1120300000	898830000	783980000	910620000	O15382;B3KSI3;O15382-2	Branched-chain-amino-acid aminotransferase, mitochondrial;Branched-chain-amino-acid aminotransferase	BCAT2
2709900000	2059100000	2389400000	2.117e+09	2.038e+09	2128600000	2361700000	2372800000	2465800000	O15397;O15397-2	Importin-8	IPO8
232170000	218410000	332940000	281740000	310410000	277840000	363300000	228570000	320050000	O15400;O15400-2	Syntaxin-7	STX7
5216600000	4516100000	5312900000	3791400000	3843600000	4086400000	4416200000	3271800000	2611800000	O15427	Monocarboxylate transporter 4	SLC16A3
114560000	121440000	144110000	30767000	24074000	43050000	61472000	29660000	69257000	O15438;O15438-2	Canalicular multispecific organic anion transporter 2	ABCC3
338460000	207060000	266820000	247250000	260660000	195060000	279690000	240870000	244550000	O15439;O15439-2;B7Z3Q7;Q8IVZ4	Multidrug resistance-associated protein 4	ABCC4
467710000	292760000	219510000	374300000	420530000	432430000	375260000	348540000	353680000	O15446;O15446-2	DNA-directed RNA polymerase I subunit RPA34	CD3EAP
2909200000	2872100000	3066500000	1617200000	1767100000	1440300000	1216500000	1041200000	1297400000	O15460-2;O15460	Prolyl 4-hydroxylase subunit alpha-2	P4HA2
314190000	346870000	450520000	546220000	700030000	6e+08	471260000	523930000	404870000	O15498	Synaptobrevin homolog YKT6	YKT6
525680000	479650000	457810000	432700000	397410000	381220000	508980000	470040000	522230000	O15504;C9JYA1;B4DT96;O15504-2	Nucleoporin-like protein 2	NUPL2
2875100000	3.203e+09	2410900000	1960500000	2.563e+09	2160300000	2758800000	3231700000	2990400000	O15511;B1ALC0;O15511-2	Actin-related protein 2/3 complex subunit 5	ARPC5
718510000	656970000	824220000	665760000	729130000	726570000	946690000	858590000	995520000	O15514;E9PHV4;E9PB93	DNA-directed RNA polymerase II subunit RPB4	POLR2D
189840000	87254000	139430000	82919000	89972000	149210000	78310000	116870000	64918000	O15525;O60675	Transcription factor MafG;Transcription factor MafK	MAFG;MAFK
404060000	502210000	489080000	703660000	518690000	620330000	595660000	539090000	597700000	O15541	RING finger protein 113A	RNF113A
253970000	183230000	290060000	182610000	171070000	150870000	163150000	132240000	135560000	O15554	Intermediate conductance calcium-activated potassium channel protein 4	KCNN4
829210000	692890000	601770000	706940000	799170000	741700000	849030000	760500000	895620000	O43148;O43148-2;F5H2D9	mRNA cap guanine-N7 methyltransferase	RNMT
685010000	450730000	377970000	516580000	486830000	462700000	600090000	391950000	502960000	O43149	Zinc finger ZZ-type and EF-hand domain-containing protein 1	ZZEF1
179840000	125440000	66147000	77018000	82363000	102160000	53332000	120930000	59690000	O43150;O43150-2	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	ASAP2
1.377e+09	1292900000	1116500000	1199400000	1189100000	1116500000	1098400000	1283500000	1401700000	O43156	TELO2-interacting protein 1 homolog	TTI1
1.27e+09	1258400000	1196200000	1016100000	1369600000	1368900000	1098300000	1080600000	973950000	O43159;E9PPY3	Ribosomal RNA-processing protein 8	RRP8
59005000	62956000	75071000	60766000	58792000	71366000	30638000	57924000	45673000	O43166;O43166-2;F5GYF8	Signal-induced proliferation-associated 1-like protein 1	SIPA1L1
3985300000	3822800000	4274600000	4325400000	4266500000	4223500000	3891200000	4.141e+09	4284200000	O43172;O43172-2	U4/U6 small nuclear ribonucleoprotein Prp4	PRPF4
2.8318e+10	2.6803e+10	2.5829e+10	3.3856e+10	3.379e+10	3.3925e+10	3.9294e+10	3.6947e+10	3.9628e+10	O43175;Q5SZU1;F5H634	D-3-phosphoglycerate dehydrogenase	PHGDH
480480000	563560000	577680000	462890000	423530000	408670000	675420000	497110000	646640000	O43181;H0Y9M8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4
1993800000	1579100000	1866500000	2056400000	2329800000	2368600000	1533100000	1615600000	1852100000	O43237;B4DZP4	Cytoplasmic dynein 1 light intermediate chain 2	DYNC1LI2
8860900000	9117800000	9717900000	8.809e+09	8885500000	8728800000	8637800000	8867100000	9503500000	O43242;F5H8K4;B4DT72	26S proteasome non-ATPase regulatory subunit 3	PSMD3
16605000	20756000	27686000	52530000	41650000	36910000	25236000	33314000	29728000	O43248	Homeobox protein Hox-C11	HOXC11
909400000	876650000	1207300000	942510000	957160000	869370000	1144100000	1016900000	1035800000	O43251-6;O43251-8;O43251;Q9NWB1;O43251-10;O43251-9;F8VR27;F8VZY7;B0QYV1;B0QYY4;C9JZB7;F8WAC5;F8W9K3;B7Z1U7;F8VZG9;Q9NWB1-3;O43251-4;O43251-5;O43251-2;Q9NWB1-4;Q9NWB1-5;O43251-7;Q9NWB1-2;B0QYY7	RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 1;RNA binding protein fox-1 homolog	RBFOX2;RBFOX1
3660600000	3885400000	4.212e+09	3619600000	3046900000	3415200000	4229900000	4488300000	4571400000	O43252	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS1
1009100000	1005100000	948440000	1201700000	1.227e+09	1137300000	1288200000	1235800000	1165900000	O43264;A1A528	Centromere/kinetochore protein zw10 homolog	ZW10
2643500000	2276400000	2025400000	2038400000	1.934e+09	1794600000	1744400000	1769700000	2114300000	O43290;G3V1T2	U4/U6.U5 tri-snRNP-associated protein 1	SART1
522320000	256780000	295760000	265360000	236500000	303490000	234020000	203500000	225190000	O43293	Death-associated protein kinase 3	DAPK3
142750000	74169000	97751000	52751000	31881000	48399000	81249000	75886000	69318000	O43294;O43294-2	Transforming growth factor beta-1-induced transcript 1 protein	TGFB1I1
38559000	36263000	65661000	31418000	30641000	26203000	27175000	32233000	28109000	O43295;O43295-2	SLIT-ROBO Rho GTPase-activating protein 3	SRGAP3
61810000	39419000	57563000	62549000	58813000	77364000	64370000	53189000	47221000	O43299;O43299-2	AP-5 complex subunit zeta-1	AP5Z1
153170000	131170000	94893000	159460000	147820000	166720000	119180000	144290000	163040000	O43301	Heat shock 70 kDa protein 12A	HSPA12A
26228000	63286000	41695000	18694000	17870000	18750000	31177000	40324000	26986000	O43309	Zinc finger and SCAN domain-containing protein 12	ZSCAN12
110740000	98915000	115190000	90397000	134480000	117080000	73090000	81788000	122220000	O43310;O43310-2;O43310-3	CBP80/20-dependent translation initiation factor	CTIF
140290000	111480000	155090000	41468000	83645000	86816000	112670000	71343000	82374000	O43318;O43318-2;O43318-4;O43318-3;Q9UG54;E7EMD4	Mitogen-activated protein kinase kinase kinase 7	MAP3K7;DKFZp586F0420
1523100000	1352400000	1577300000	1600300000	1635200000	1674300000	1630700000	1620400000	1716300000	O43324;D6RBD7;C9J1V9;C9JLK5;H0YAL7	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1;EEF1E1-BLOC1S5
104140000	45999000	52490000	52929000	66764000	53400000	60829000	70035000	72404000	O43353;O43353-2	Receptor-interacting serine/threonine-protein kinase 2	RIPK2
2.0479e+10	2.2246e+10	2.1545e+10	2.1231e+10	2.3357e+10	2.369e+10	2.6238e+10	2.6523e+10	2.5735e+10	O43390;E7ERE4;Q2L7G6;E7ETM7	Heterogeneous nuclear ribonucleoprotein R	HNRNPR
2176900000	3007800000	2922700000	4058700000	3185600000	3984500000	4.67e+09	4640200000	4550500000	O43396;G3V1K0	Thioredoxin-like protein 1	TXNL1
1.0868e+10	8693500000	9603300000	7000100000	6593600000	7.298e+09	1.0987e+10	9754300000	1.0393e+10	O43399	Tumor protein D54	TPD52L2
970910000	1466600000	2732200000	1980500000	1997800000	1432200000	1821300000	1977300000	1523800000	O43399-2;B4DPJ6	Tumor protein D54	TPD52L2
694060000	401900000	482950000	616180000	601310000	700220000	294060000	289180000	338780000	O43402	ER membrane protein complex subunit 8	EMC8
162150000	175990000	128930000	167920000	111730000	142380000	152520000	115970000	171660000	O43422;B4DS64	52 kDa repressor of the inhibitor of the protein kinase	PRKRIR
38377000	34119000	27799000	60183000	72752000	61323000	49649000	47657000	42477000	O43426;O43426-4;E7EN62;C9JFZ1;O43426-2	Synaptojanin-1	SYNJ1
286190000	200300000	223790000	197120000	262500000	223800000	212410000	263760000	243870000	O43427;O43427-2;E9PSD3;H0YCE7	Acidic fibroblast growth factor intracellular-binding protein	FIBP
2055900000	1987700000	2310400000	2474800000	2398400000	2006700000	2537200000	2633300000	2650100000	O43447;C9JQD4;A6NNE7	Peptidyl-prolyl cis-trans isomerase H;Peptidyl-prolyl cis-trans isomerase	PPIH
158750000	142520000	154200000	144140000	167810000	126740000	132640000	100010000	135080000	O43464;O43464-3;O43464-2;O43464-4	Serine protease HTRA2, mitochondrial	HTRA2
132510000	102190000	128860000	102140000	111140000	77806000	135520000	88986000	105150000	O43474;O43474-4;O43474-1;Q9Y5W3;O75840;Q13351;E7EWH1;Q7Z3H8;B7Z4F7	Krueppel-like factor 4;Krueppel-like factor 2;Krueppel-like factor 7;Krueppel-like factor 1	KLF4;KLF2;KLF7;KLF1
1.028e+09	1.075e+09	1.054e+09	1087700000	1089800000	1.065e+09	1237900000	1207500000	1283300000	O43488	Aflatoxin B1 aldehyde reductase member 2	AKR7A2
4083800000	4479300000	4027100000	3265300000	3242100000	3402100000	3312400000	3066800000	3538900000	O43491	Band 4.1-like protein 2	EPB41L2
345350000	951010000	816880000	561260000	621840000	772160000	900710000	877170000	801650000	O43504;E9PLX3	Ragulator complex protein LAMTOR5	LAMTOR5
359150000	184420000	221130000	236490000	199910000	340760000	366560000	296090000	336830000	O43516;O43516-2;O43516-3;C9JL90;E9PB87;O43516-4;C9JTB9;B8ZZ90	WAS/WASL-interacting protein family member 1	WIPF1
2116100000	1641300000	1507700000	1313700000	1348800000	1281200000	2181800000	1870600000	2345600000	O43583;F8VVL1	Density-regulated protein	DENR
1515300000	1156300000	1334200000	1228400000	1198800000	1413800000	1412300000	1483900000	1744200000	O43592	Exportin-T	XPOT
4456500000	4486300000	4653900000	4691700000	5578500000	4.85e+09	4.724e+09	4.564e+09	3953300000	O43615	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44
77164000	45235000	57471000	68527000	71176000	53516000	56645000	89684000	100570000	O43617;A6NKE1;A6NDN0	Trafficking protein particle complex subunit 3	TRAPPC3
2233100000	2037100000	1811400000	2092100000	2158100000	2041400000	2638900000	2309800000	2063300000	O43633	Charged multivesicular body protein 2a	CHMP2A
321210000	252720000	207870000	214320000	229070000	287420000	214430000	248710000	200690000	O43676;C9JKQ2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	NDUFB3
1047300000	967830000	1110400000	809890000	725700000	666180000	986130000	990110000	1023700000	O43678;D6RJD6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	NDUFA2
3588200000	3319300000	3678200000	3459100000	4.268e+09	3.909e+09	2984300000	2585700000	2939700000	O43681;E7EVN0	ATPase ASNA1	ASNA1
4523400000	4584300000	4.283e+09	3692300000	4186200000	4601600000	5075900000	4920800000	4580400000	O43684;O43684-2;B4DDM6	Mitotic checkpoint protein BUB3	BUB3
1.1676e+11	1.4572e+11	1.3557e+11	1.627e+11	1.5344e+11	1.5325e+11	1.6288e+11	1.5525e+11	1.52e+11	O43707;D6PXK4;F5GXS2	Alpha-actinin-4	ACTN4
413590000	465550000	367310000	647930000	586570000	707370000	403420000	533210000	519630000	O43709;C9K060	Probable 18S rRNA (guanine-N(7))-methyltransferase	WBSCR22
13294000	23872000	90516000	68823000	67601000	85611000	50228000	30893000	32669000	O43715	TP53-regulated inhibitor of apoptosis 1	TRIAP1
2632100000	2530400000	3501900000	4.131e+09	3810400000	3505800000	3359400000	3476200000	3623100000	O43719;E9PFP2	HIV Tat-specific factor 1	HTATSF1
240070000	152620000	180700000	118490000	161050000	115550000	133060000	144560000	108520000	O43752;B4DR17	Syntaxin-6	STX6
221250000	206690000	176800000	188290000	49100000	108620000	131360000	31020000	97635000	O43760	Synaptogyrin-2	SYNGR2
9070400000	1.0438e+10	9847800000	9367900000	9309400000	9945500000	1.0149e+10	1.0153e+10	1.1164e+10	O43776	Asparagine--tRNA ligase, cytoplasmic	NARS
360870000	440330000	322580000	671510000	531050000	629670000	407380000	529810000	576070000	O43805	Sjoegren syndrome nuclear autoantigen 1	SSNA1
5773100000	5938100000	4725400000	7572800000	5602800000	6378500000	6279500000	6983200000	6228800000	O43809	Cleavage and polyadenylation specificity factor subunit 5	NUDT21
3467600000	3076700000	2675500000	3471300000	2968900000	3572500000	2675700000	2.89e+09	3333400000	O43813;E9PHS0	LanC-like protein 1	LANCL1
808620000	620350000	709860000	372410000	442700000	453880000	529270000	502860000	461760000	O43815;O43815-2;Q3B874	Striatin	STRN
1329700000	1051400000	1455700000	1080400000	1104400000	900860000	1132100000	1280400000	1113200000	O43818	U3 small nucleolar RNA-interacting protein 2	RRP9
729390000	549760000	759500000	463270000	490360000	374840000	442860000	432280000	408160000	O43819	Protein SCO2 homolog, mitochondrial	SCO2
1.459e+09	1913500000	2.233e+09	2021700000	2259700000	2047400000	2.224e+09	2149900000	2061600000	O43823	A-kinase anchor protein 8	AKAP8
69181000	80514000	83206000	78028000	65636000	43948000	71296000	71700000	45486000	O43829	Zinc finger and BTB domain-containing protein 14	ZBTB14
2268500000	2124500000	1692600000	2.337e+09	2073600000	2537600000	1.888e+09	2105300000	2.208e+09	O43837;O43837-2;O43837-3	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B
2.179e+10	2.4284e+10	2.9663e+10	1.7229e+10	1.6914e+10	1.5067e+10	1.18e+10	1.1463e+10	1.1635e+10	O43852;F5H4F5;F5H879	Calumenin	CALU
2887500000	3071900000	2768900000	2692800000	2515900000	2.129e+09	591690000	542070000	662040000	O43854;O43854-2	EGF-like repeat and discoidin I-like domain-containing protein 3	EDIL3
2640900000	3005100000	2839500000	2319800000	2478800000	2503900000	3077100000	3096700000	2965300000	O43865;O43865-2	Putative adenosylhomocysteinase 2	AHCYL1
782410000	644110000	600350000	938470000	1009500000	785230000	498550000	654080000	634440000	O43896	Kinesin-like protein KIF1C	KIF1C
276290000	264500000	218360000	230430000	236050000	297330000	230930000	276970000	257190000	O43913;B4DXT8;O43913-2	Origin recognition complex subunit 5	ORC5
841290000	718690000	1270500000	439520000	424420000	325960000	890380000	692100000	551880000	O43920	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	NDUFS5
138990000	147730000	126410000	169350000	190550000	159310000	116270000	149560000	177080000	O43924;B8ZZK5;C9IZ52	Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta	PDE6D
141140000	125410000	118480000	91920000	118360000	80232000	114580000	144620000	113520000	O43933;Q96S70;E9PE75	Peroxisome biogenesis factor 1	PEX1;PEX1R633Ter
1993300000	1.779e+09	1872500000	1570400000	1907800000	2009700000	2215200000	2112800000	2.282e+09	O60216;B3KUT8	Double-strand-break repair protein rad21 homolog	RAD21
279510000	278600000	178410000	101980000	110530000	108900000	182900000	89123000	157550000	O60220	Mitochondrial import inner membrane translocase subunit Tim8 A	TIMM8A
602420000	599800000	677390000	763350000	740370000	670640000	680730000	565640000	665280000	O60231;B0V0F8	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	DHX16
173350000	234280000	201650000	171640000	213960000	218530000	164920000	166160000	159350000	O60232;H0YEB6;H0YEK1;G3V1B8	Sjoegren syndrome/scleroderma autoantigen 1	SSSCA1
208960000	159450000	166050000	138430000	150460000	134810000	183670000	206820000	172380000	O60244	Mediator of RNA polymerase II transcription subunit 14	MED14
2.493e+09	2555900000	2533200000	3035600000	3024900000	3044300000	2652800000	2.723e+09	3042500000	O60256;B7ZKZ1;E7EMY2;B4E329;E7EPA1;C9JJS3;C9K0K7	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2
1.5362e+10	1.4646e+10	1.5305e+10	1.4734e+10	1.6214e+10	1.5592e+10	1.5817e+10	1.2982e+10	1.4546e+10	O60264;F5GZI1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	SMARCA5
2356100000	2523600000	2.536e+09	4537400000	4568200000	4405900000	3187700000	2866600000	3018200000	O60271-2;O60271-4;O60271;O60271-9;O60271-5;F5H7U6;O60271-3	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9
16457000	13096000	29853000	6996600	11296000	9126500	14847000	13836000	14537000	O60279	Sushi domain-containing protein 5	SUSD5
506460000	542140000	504420000	551230000	379240000	608010000	487080000	550730000	548090000	O60287	Nucleolar pre-ribosomal-associated protein 1	URB1
236090000	241150000	224490000	262810000	228650000	244270000	1.81e+08	153830000	1.69e+08	O60293;O60293-2	Zinc finger C3H1 domain-containing protein	ZFC3H1
27502000	20558000	33203000	30608000	27036000	27081000	38286000	34449000	19708000	O60294;B4DUW3	tRNA wybutosine-synthesizing protein 4	LCMT2
1718100000	1275900000	1595300000	1136300000	1218400000	1118200000	1456500000	1488500000	1291200000	O60306;H0YH15	Intron-binding protein aquarius	AQR
3460800000	2790700000	2497800000	2184400000	2212800000	1885500000	2870200000	3137600000	3222200000	O60313;O60313-2;E5KLJ6;E5KLJ5;E5KLK1;E5KLJ9	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	OPA1
65276000	63945000	107860000	74050000	85087000	108600000	63708000	80971000	92057000	O60318	Germinal-center associated nuclear protein	MCM3AP
94698000	73009000	99624000	124490000	106470000	130800000	104070000	115250000	120450000	O60331;O60331-4;O60331-2;O60331-3	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	PIP5K1C
