Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q90687	PTN11_CHICK	reviewed	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (SH-PTP2) (cSH-PTP2)	PTPN11	Gallus gallus (Chicken)	593
P32760	PTN_CHICK	reviewed	Pleiotrophin (PTN) (Heparin-binding brain mitogen) (HBBM) (Heparin-binding growth factor 8) (HBGF-8) (Heparin-binding growth-associated molecule) (HB-GAM) (Heparin-binding neutrophic factor) (HBNF) (Osteoblast-specific factor 1) (OSF-1)	PTN	Gallus gallus (Chicken)	136
Q98936	PTPRG_CHICK	reviewed	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG	Gallus gallus (Chicken)	1422
Q6JHU7	P3H2_CHICK	reviewed	Prolyl 3-hydroxylase 2 (EC 1.14.11.7) (Leprecan-like protein 1)	P3H2 LEPREL1	Gallus gallus (Chicken)	694
P10360	P53_CHICK	reviewed	Cellular tumor antigen p53 (Tumor suppressor p53)	TP53	Gallus gallus (Chicken)	367
Q5ZMS2	PA1B2_CHICK	reviewed	Platelet-activating factor acetylhydrolase IB subunit beta (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	PAFAH1B2 PAFAHB RCJMB04_1f10	Gallus gallus (Chicken)	229
P21642	PCKGM_CHICK	reviewed	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2	Gallus gallus (Chicken)	641
P52731	PDE6C_CHICK	reviewed	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)	PDE6C	Gallus gallus (Chicken)	862
P09102	PDIA1_CHICK	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (Retina cognin) (R-cognin)	P4HB PDI PDIA1	Gallus gallus (Chicken)	515
P31335	PUR9_CHICK	reviewed	Bifunctional purine biosynthesis protein PURH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	ATIC PURH	Gallus gallus (Chicken)	593
Q6XK22	R9BP_CHICK	reviewed	Regulator of G-protein signaling 9-binding protein (RGS9-anchor protein)	RGS9BP R9AP	Gallus gallus (Chicken)	237
Q5ZIT5	RAB10_CHICK	reviewed	Ras-related protein Rab-10	RAB10 RCJMB04_23k10	Gallus gallus (Chicken)	200
Q5ZJ37	RABEK_CHICK	reviewed	Rab9 effector protein with kelch motifs	RABEPK RCJMB04_20p14	Gallus gallus (Chicken)	371
Q5ZKR4	RABL3_CHICK	reviewed	Rab-like protein 3	RABL3 RCJMB04_9j2	Gallus gallus (Chicken)	230
P40220	RABP1_CHICK	reviewed	Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I)	CRABP1	Gallus gallus (Chicken)	137
P02822	OSTCN_CHICK	reviewed	Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)	BGLAP	Gallus gallus (Chicken)	97
Q5ZJJ9	OSTF1_CHICK	reviewed	Osteoclast-stimulating factor 1	OSTF1 RCJMB04_17j8	Gallus gallus (Chicken)	202
Q5F3A6	OTU1_CHICK	reviewed	Ubiquitin thioesterase OTU1 (EC 3.4.19.12)	YOD1 RCJMB04_24h21	Gallus gallus (Chicken)	302
P01014	OVALY_CHICK	reviewed	Ovalbumin-related protein Y (Gene Y protein)	SERPINB14B Y	Gallus gallus (Chicken)	388
Q5ZI82	P2RY8_CHICK	reviewed	P2Y purinoceptor 8 (P2Y8)	P2RY8 RCJMB04_29g19	Gallus gallus (Chicken)	357
Q5F368	P33MX_CHICK	reviewed	Putative monooxygenase p33MONOX (EC 1.-.-.-)	P33MONOX RCJMB04_31b20	Gallus gallus (Chicken)	287
P49147	PA24A_CHICK	reviewed	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]	PLA2G4A CPLA2 PLA2G4	Gallus gallus (Chicken)	748
P41534	PACA_CHICK	reviewed	Glucagon family neuropeptides [Cleaved into: Growth hormone-releasing factor 1-46 (GRF) (Growth hormone-releasing hormone) (GHRH); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	ADCYAP1	Gallus gallus (Chicken)	175
Q90678	PAFA_CHICK	reviewed	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	PLA2G7	Gallus gallus (Chicken)	422
Q9YGL6	PALM_CHICK	reviewed	Paralemmin-1 (Paralemmin)	PALM	Gallus gallus (Chicken)	386
Q98TX3	PDCD4_CHICK	reviewed	Programmed cell death protein 4 (Protein I11/6)	PDCD4	Gallus gallus (Chicken)	467
Q5ZID2	PDD2L_CHICK	reviewed	Programmed cell death protein 2-like	PDCD2L RCJMB04_27n18	Gallus gallus (Chicken)	379
Q679P3	PDLI7_CHICK	reviewed	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP)	PDLIM7 LMP RCJMB04_14g20	Gallus gallus (Chicken)	416
Q5ZM96	QTRT2_CHICK	reviewed	Queuine tRNA-ribosyltransferase accessory subunit 2 (Queuine tRNA-ribosyltransferase domain-containing protein 1)	QTRT2 QTRTD1 RCJMB04_2m13	Gallus gallus (Chicken)	425
Q5F470	RAB8A_CHICK	reviewed	Ras-related protein Rab-8A	RAB8A RCJMB04_2k8	Gallus gallus (Chicken)	207
Q9I8G9	RBBP7_CHICK	reviewed	Histone-binding protein RBBP7 (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	RBBP7 RBAP46	Gallus gallus (Chicken)	424
Q5ZJ40	RCOR3_CHICK	reviewed	REST corepressor 3	RCOR3 RCJMB04_20o23	Gallus gallus (Chicken)	378
Q5ZHW4	RAB5B_CHICK	reviewed	Ras-related protein Rab-5B	RAB5B RCJMB04_32j11	Gallus gallus (Chicken)	215
Q1KME6	RAB6A_CHICK	reviewed	Ras-related protein Rab-6A	RAB6A	Gallus gallus (Chicken)	208
P39022	RAD52_CHICK	reviewed	DNA repair protein RAD52 homolog	RAD52	Gallus gallus (Chicken)	422
Q9PU45	RADI_CHICK	reviewed	Radixin	RDX	Gallus gallus (Chicken)	583
P25022	RAG2_CHICK	reviewed	V(D)J recombination-activating protein 2 (RAG-2)	RAG2	Gallus gallus (Chicken)	528
O42393	RAPSN_CHICK	reviewed	43 kDa receptor-associated protein of the synapse (RAPsyn) (43 kDa postsynaptic protein) (Acetylcholine receptor-associated 43 kDa protein)	RAPSN	Gallus gallus (Chicken)	412
P22448	RARB_CHICK	reviewed	Retinoic acid receptor beta (RAR-beta) (Nuclear receptor subfamily 1 group B member 2)	RARB NR1B2	Gallus gallus (Chicken)	455
P08642	RASH_CHICK	reviewed	GTPase HRas (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Gallus gallus (Chicken)	189
Q5ZJX4	RBM38_CHICK	reviewed	RNA-binding protein 38 (RNA-binding motif protein 38)	RBM38 RCJMB04_14l15	Gallus gallus (Chicken)	215
Q9DG67	RA54B_CHICK	reviewed	DNA repair and recombination protein RAD54B (EC 3.6.4.-) (RAD54 homolog B)	RAD54B	Gallus gallus (Chicken)	918
Q90965	RAB2A_CHICK	reviewed	Ras-related protein Rab-2A	RAB2A RAB2	Gallus gallus (Chicken)	212
P30370	RABP2_CHICK	reviewed	Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II) (Fragment)	CRABP2	Gallus gallus (Chicken)	37
Q5ZJN2	RB11A_CHICK	reviewed	Ras-related protein Rab-11A	RAB11A RCJMB04_16p4	Gallus gallus (Chicken)	216
Q5ZLG1	RAB18_CHICK	reviewed	Ras-related protein Rab-18	RAB18 RCJMB04_6g4	Gallus gallus (Chicken)	206
P24271	RAG1_CHICK	reviewed	V(D)J recombination-activating protein 1 (RAG-1) [Includes: Endonuclease RAG1 (EC 3.1.-.-); E3 ubiquitin-protein ligase RAG1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAG1)]	RAG1	Gallus gallus (Chicken)	1041
Q5ZM16	RBM22_CHICK	reviewed	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22)	RBM22 RCJMB04_3g16	Gallus gallus (Chicken)	420
Q5ZJV6	RCAN3_CHICK	reviewed	Calcipressin-3 (Regulator of calcineurin 3)	RCAN3 RCJMB04_15g5	Gallus gallus (Chicken)	249
P42558	RAN_CHICK	reviewed	GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)	RAN	Gallus gallus (Chicken)	216
Q5ZHV1	RB33B_CHICK	reviewed	Ras-related protein Rab-33B	RAB33B RCJMB04_32p6	Gallus gallus (Chicken)	228
O93574	RELN_CHICK	reviewed	Reelin (EC 3.4.21.-) (Fragment)	RELN	Gallus gallus (Chicken)	3209
C6KHP3	C6KHP3_CHICK	unreviewed	IFN-gamma receptor 2 (Fragment)		Gallus gallus murghi	224
E5DFI4	E5DFI4_CHICK	unreviewed	Cytochrome c oxidase subunit 1 (EC 1.9.3.1)	COX1	Gallus gallus murghi	516
C6KHP4	C6KHP4_CHICK	unreviewed	IL2 receptor alpha		Gallus gallus murghi	211
E5DFJ0	E5DFJ0_CHICK	unreviewed	NADH-ubiquinone oxidoreductase chain 4L (EC 1.6.5.3)	ND4L	Gallus gallus murghi	98
Q068W0	Q068W0_CHICK	unreviewed	Interleukin-2 (Fragment)		Gallus gallus murghi	24
E5DFI3	E5DFI3_CHICK	unreviewed	NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3)	ND2	Gallus gallus murghi	346
E5DFI5	E5DFI5_CHICK	unreviewed	Cytochrome c oxidase subunit 2	COX2	Gallus gallus murghi	227
E5DFJ8	E5DFJ8_CHICK	unreviewed	Cytochrome c oxidase subunit 2	COX2	Gallus gallus murghi	227
Q06E05	Q06E05_CHICK	unreviewed	Interferon gamma (IFN-gamma)		Gallus gallus murghi	164
Q06E04	Q06E04_CHICK	unreviewed	Interleukin	IL-2	Gallus gallus murghi	143
E5DFK6	E5DFK6_CHICK	unreviewed	Cytochrome b	CYTB	Gallus gallus murghi	380
E5DFL1	E5DFL1_CHICK	unreviewed	Cytochrome c oxidase subunit 2	COX2	Gallus gallus murghi	227
A7LBV5	A7LBV5_CHICK	unreviewed	MHC class I antigen (Fragment)	BF2	Gallus gallus murghi	167
E5DFJ2	E5DFJ2_CHICK	unreviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3)	ND5	Gallus gallus murghi	605
E5DFL5	E5DFL5_CHICK	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3)	ND3	Gallus gallus murghi	116
E5DFL7	E5DFL7_CHICK	unreviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3)	ND4	Gallus gallus murghi	459
A0A1D5P4T1	A0A1D5P4T1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	573
A0A1D5PNJ0	A0A1D5PNJ0_CHICK	unreviewed	Eukaryotic translation initiation factor 4 gamma 3	EIF4G3	Gallus gallus (Chicken)	1783
A0A1D5P6F4	A0A1D5P6F4_CHICK	unreviewed	Fc fragment of IgG binding protein	LOC429249	Gallus gallus (Chicken)	2099
A0A1D5PCK8	A0A1D5PCK8_CHICK	unreviewed	F-box and WD repeat domain containing 7		Gallus gallus (Chicken)	553
A0A1D5PDP0	A0A1D5PDP0_CHICK	unreviewed	Ryanodine receptor 3	RYR3	Gallus gallus (Chicken)	4870
A0A1D5PUF9	A0A1D5PUF9_CHICK	unreviewed	Ribosomal protein L26	ribosomal protein L26 like 1	Gallus gallus (Chicken)	138
A0A1L1RSU2	A0A1L1RSU2_CHICK	unreviewed	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	CTPS1	Gallus gallus (Chicken)	591
F1C6V1	F1C6V1_CHICK	unreviewed	MHC class II antigen beta chain	B-LB	Gallus gallus (Chicken)	263
F1NUR0	F1NUR0_CHICK	unreviewed	ADP ribosylation factor like GTPase 13B	ARL13B	Gallus gallus (Chicken)	425
A0A140KE44	A0A140KE44_CHICK	unreviewed	Myxocirus-resistance protein	Mx1	Gallus gallus (Chicken)	705
A0A1L1RMQ5	A0A1L1RMQ5_CHICK	unreviewed	Dickkopf-related protein 3	DKK3	Gallus gallus (Chicken)	309
F1NA95	F1NA95_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	392
F1NFR0	F1NFR0_CHICK	unreviewed	Neurexin-1	NRXN1	Gallus gallus (Chicken)	1486
F1NJ83	F1NJ83_CHICK	unreviewed	G protein-coupled receptor 65	GPR65	Gallus gallus (Chicken)	343
Q5YCC9	Q5YCC9_CHICK	unreviewed	Transmembrane channel-like protein	Tmc1	Gallus gallus (Chicken)	847
A0A140KE61	A0A140KE61_CHICK	unreviewed	Myxocirus-resistance protein	Mx1	Gallus gallus (Chicken)	705
A0A1D5NXJ0	A0A1D5NXJ0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	424
A0A1D5P719	A0A1D5P719_CHICK	unreviewed	Peroxiredoxin-1	PRDX1	Gallus gallus (Chicken)	100
A0A1D5P9Z5	A0A1D5P9Z5_CHICK	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	DGKB	Gallus gallus (Chicken)	802
F1P596	F1P596_CHICK	unreviewed	Calmodulin like 3	CALML3	Gallus gallus (Chicken)	149
F1P4U5	F1P4U5_CHICK	unreviewed	Thioredoxin reductase 2, mitochondrial	TXNRD2	Gallus gallus (Chicken)	487
E1BU41	E1BU41_CHICK	unreviewed	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6)	POLR3F	Gallus gallus (Chicken)	314
E1BZG7	E1BZG7_CHICK	unreviewed	Hexosyltransferase (EC 2.4.1.-)	B3GALT5	Gallus gallus (Chicken)	317
E1C1L3	E1C1L3_CHICK	unreviewed	Transmembrane protein 174	TMEM174	Gallus gallus (Chicken)	243
A0A1D5NWL5	A0A1D5NWL5_CHICK	unreviewed	Dopey family member 1	DOPEY1	Gallus gallus (Chicken)	2463
A0A1D5P2D0	A0A1D5P2D0_CHICK	unreviewed	Vesicle transport protein	SFT2D1	Gallus gallus (Chicken)	77
A0A1D5P8F3	A0A1D5P8F3_CHICK	unreviewed	Solute carrier family 35 member F6	SLC35F6	Gallus gallus (Chicken)	261
A0A1D5PEP0	A0A1D5PEP0_CHICK	unreviewed	Keratin		Gallus gallus (Chicken)	175
A0A1D5PVA2	A0A1D5PVA2_CHICK	unreviewed	Pyridoxal kinase	PDXK	Gallus gallus (Chicken)	178
A0A1D5PVX6	A0A1D5PVX6_CHICK	unreviewed	Transmembrane channel-like protein	TMC3	Gallus gallus (Chicken)	1138
Q6DKY0	Q6DKY0_CHICK	unreviewed	Growth differentiation factor 9	GDF-9	Gallus gallus (Chicken)	454
A0A1L1RMI1	A0A1L1RMI1_CHICK	unreviewed	Mini-chromosome maintenance complex-binding protein	MCMBP	Gallus gallus (Chicken)	527
F1NKL4	F1NKL4_CHICK	unreviewed	Dynein cytoplasmic 1 heavy chain 1	DYNC1H1	Gallus gallus (Chicken)	4652
F1CN17	F1CN17_CHICK	unreviewed	MHC class I antigen		Gallus gallus (Chicken)	355
F1NAZ4	F1NAZ4_CHICK	unreviewed	MTOR associated protein, LST8 homolog	MLST8	Gallus gallus (Chicken)	326
Q5ZHV9	Q5ZHV9_CHICK	unreviewed	Uncharacterized protein	RCJMB04_32l7	Gallus gallus (Chicken)	539
A0A1L1RNN0	A0A1L1RNN0_CHICK	unreviewed	Uncharacterized protein	LOC107050038	Gallus gallus (Chicken)	208
A0A1L1RU55	A0A1L1RU55_CHICK	unreviewed	Adenine phosphoribosyltransferase	APRT	Gallus gallus (Chicken)	121
A0A1L1S0C2	A0A1L1S0C2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	272
C0IN11	C0IN11_CHICK	unreviewed	Pectoralis cationic amino acid transporter-1	Slc7a1	Gallus gallus (Chicken)	624
V9GZK4	V9GZK4_CHICK	unreviewed	Prolyl 4-hydroxylase beta-subunit (EC 1.14.11.2) (Fragment)		Gallus gallus (Chicken)	10
B7TYA9	B7TYA9_CHICK	unreviewed	Stem cell antigen 2 (Fragment)		Gallus gallus (Chicken)	39
D3KR65	D3KR65_CHICK	unreviewed	WRN helicase	WRN	Gallus gallus (Chicken)	1498
Q9GJA7	Q9GJA7_CHICK	unreviewed	MHC class I antigen B-F heavy chain (Fragment)		Gallus gallus (Chicken)	232
F1NYS6	F1NYS6_CHICK	unreviewed	Intraflagellar transport 22	IFT22	Gallus gallus (Chicken)	186
F1P0Z7	F1P0Z7_CHICK	unreviewed	ADP ribosylation factor like GTPase 8B	ARL8B	Gallus gallus (Chicken)	186
F1NGH6	F1NGH6_CHICK	unreviewed	Kelch like family member 36	KLHL36	Gallus gallus (Chicken)	615
F1C6W6	F1C6W6_CHICK	unreviewed	MHC class II antigen beta chain	B-LB	Gallus gallus (Chicken)	263
F1N8X5	F1N8X5_CHICK	unreviewed	TLR4 interactor with leucine rich repeats	TRIL	Gallus gallus (Chicken)	757
Q5ZIU5	Q5ZIU5_CHICK	unreviewed	Uncharacterized protein	RCJMB04_23h22	Gallus gallus (Chicken)	600
R4GIZ3	R4GIZ3_CHICK	unreviewed	Ras association domain family member 9	RASSF9	Gallus gallus (Chicken)	440
A0A1D5PB40	A0A1D5PB40_CHICK	unreviewed	SUZ12 polycomb repressive complex 2 subunit	SUZ12	Gallus gallus (Chicken)	719
A0A1D5NV46	A0A1D5NV46_CHICK	unreviewed	Uncharacterized protein	GK	Gallus gallus (Chicken)	561
A0A1D5P2A1	A0A1D5P2A1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	175
A0A1D5PV00	A0A1D5PV00_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	942
A0A1L1RJ40	A0A1L1RJ40_CHICK	unreviewed	Biogenesis of lysosomal organelles complex 1 subunit 2	BLOC1S2	Gallus gallus (Chicken)	141
A0A1L1RTJ2	A0A1L1RTJ2_CHICK	unreviewed	G protein-coupled receptor 143	GPR143	Gallus gallus (Chicken)	160
E1BWQ8	E1BWQ8_CHICK	unreviewed	Protein phosphatase 2 regulatory subunit B''beta	PPP2R3B	Gallus gallus (Chicken)	581
E1C477	E1C477_CHICK	unreviewed	Uncharacterized protein	UBQLN1	Gallus gallus (Chicken)	585
F1NCG4	F1NCG4_CHICK	unreviewed	Uncharacterized protein	LOC101750812	Gallus gallus (Chicken)	473
F1NN24	F1NN24_CHICK	unreviewed	Kelch like family member 34	KLHL34	Gallus gallus (Chicken)	595
F1P2G9	F1P2G9_CHICK	unreviewed	Uncharacterized protein	DYNC1LI2	Gallus gallus (Chicken)	488
F6UK83	F6UK83_CHICK	unreviewed	Protein pellino homolog 1	PELI1	Gallus gallus (Chicken)	418
R4GJX5	R4GJX5_CHICK	unreviewed	Methionine sulfoxide reductase A	MSRA	Gallus gallus (Chicken)	230
Q52QZ1	Q52QZ1_CHICK	unreviewed	MHC class II antigen (Fragment)		Gallus gallus (Chicken)	77
Q9W645	Q9W645_CHICK	unreviewed	Zona pellucida B protein	ZBP	Gallus gallus (Chicken)	543
Q6WSR7	Q6WSR7_CHICK	unreviewed	Early B-cell factor 1 (Fragment)	EBF1	Gallus gallus (Chicken)	171
A0A1D5P075	A0A1D5P075_CHICK	unreviewed	Pre-mRNA processing factor 6	PRPF6	Gallus gallus (Chicken)	937
A0A1D5PBZ2	A0A1D5PBZ2_CHICK	unreviewed	KH RNA binding domain containing, signal transduction associated 3	KHDRBS3	Gallus gallus (Chicken)	345
A0A1D5PIL2	A0A1D5PIL2_CHICK	unreviewed	Clathrin heavy chain	CLTC	Gallus gallus (Chicken)	145
A0A1D5PTY6	A0A1D5PTY6_CHICK	unreviewed	Mastermind like transcriptional coactivator 3	MAML3	Gallus gallus (Chicken)	637
A0A1D5PZD0	A0A1D5PZD0_CHICK	unreviewed	Uncharacterized protein	GCOM1	Gallus gallus (Chicken)	588
A0A1L1RUP4	A0A1L1RUP4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	284
A0A1L1RRU9	A0A1L1RRU9_CHICK	unreviewed	Protein disulfide isomerase family A member 6	PDIA6	Gallus gallus (Chicken)	260
A0A1L1RY81	A0A1L1RY81_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	137
R4GG51	R4GG51_CHICK	unreviewed	Solute carrier family 30 member 10	SLC30A10	Gallus gallus (Chicken)	414
A0A1D5PZ87	A0A1D5PZ87_CHICK	unreviewed	Rhophilin Rho GTPase binding protein 2	RHPN2	Gallus gallus (Chicken)	676
A0A1D5PZT7	A0A1D5PZT7_CHICK	unreviewed	Secretion associated Ras related GTPase 1B	SAR1B	Gallus gallus (Chicken)	158
A0A1D5P252	A0A1D5P252_CHICK	unreviewed	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	LOC100859653	Gallus gallus (Chicken)	473
A0A1D5PW55	A0A1D5PW55_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	214
A0A1D5NTL3	A0A1D5NTL3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	134
A0A1D5P446	A0A1D5P446_CHICK	unreviewed	Cyclin D1 binding protein 1	CCNDBP1	Gallus gallus (Chicken)	169
A0A1D5P6V6	A0A1D5P6V6_CHICK	unreviewed	tRNA-dihydrouridine synthase (EC 1.3.1.-)	DUS3L	Gallus gallus (Chicken)	330
A0A1D5PJ49	A0A1D5PJ49_CHICK	unreviewed	Uncharacterized protein	CD14	Gallus gallus (Chicken)	465
A0A1D5PZS4	A0A1D5PZS4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	337
A0A1D5PRF4	A0A1D5PRF4_CHICK	unreviewed	X-ray repair cross complementing 4	XRCC4	Gallus gallus (Chicken)	172
A0A1L1RRT3	A0A1L1RRT3_CHICK	unreviewed	Lysophosphatidylcholine acyltransferase 3	LPCAT3	Gallus gallus (Chicken)	400
A0A1L1RLF4	A0A1L1RLF4_CHICK	unreviewed	Nucleoporin 85	NUP85	Gallus gallus (Chicken)	466
A0A1L1RR14	A0A1L1RR14_CHICK	unreviewed	Nucleolar protein 7	NOL7	Gallus gallus (Chicken)	201
A0A1L1RU25	A0A1L1RU25_CHICK	unreviewed	Catenin beta like 1	CTNNBL1	Gallus gallus (Chicken)	526
A0A1L1RX82	A0A1L1RX82_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	283
A0A1L1RJT8	A0A1L1RJT8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	222
A0A1L1RYH0	A0A1L1RYH0_CHICK	unreviewed	Family with sequence similarity 45 member A	FAM45A	Gallus gallus (Chicken)	236
A0A1L1RJ65	A0A1L1RJ65_CHICK	unreviewed	Coiled-coil domain containing 85A	CCDC85A	Gallus gallus (Chicken)	440
E1BWN4	E1BWN4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	160
Q5W4T2	Q5W4T2_CHICK	unreviewed	OCTN1 protein (Fragment)	OCTN1	Gallus gallus (Chicken)	420
F1N998	F1N998_CHICK	unreviewed	Formin binding protein 1 like	FNBP1L	Gallus gallus (Chicken)	547
F1NWZ5	F1NWZ5_CHICK	unreviewed	MICOS complex subunit MIC10	MINOS1	Gallus gallus (Chicken)	77
Q8AV15	Q8AV15_CHICK	unreviewed	Sodium channel protein (Fragment)		Gallus gallus (Chicken)	487
O13004	O13004_CHICK	unreviewed	Goosecoid 2 (Fragment)	GSC2	Gallus gallus (Chicken)	61
Q4PLA4	Q4PLA4_CHICK	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB4	Gallus gallus (Chicken)	1276
Q6Q4G2	Q6Q4G2_CHICK	unreviewed	CD4	CD4	Gallus gallus (Chicken)	487
Q4PKP1	Q4PKP1_CHICK	unreviewed	Adiponectin receptor 2	ADIPOR2	Gallus gallus (Chicken)	386
Q8AXU7	Q8AXU7_CHICK	unreviewed	Retinoic acid receptor alpha isoform 2-2 (Fragment)		Gallus gallus (Chicken)	231
F1N8K1	F1N8K1_CHICK	unreviewed	Deoxynucleotidyltransferase terminal interacting protein 2	GCLM	Gallus gallus (Chicken)	757
F1NC34	F1NC34_CHICK	unreviewed	Solute carrier family 35 member B2	SLC35B2	Gallus gallus (Chicken)	425
F1NLH5	F1NLH5_CHICK	unreviewed	BCL2 associated athanogene 4	BAG4	Gallus gallus (Chicken)	374
A0A1D5NT91	A0A1D5NT91_CHICK	unreviewed	DNA topoisomerase (EC 5.99.1.2)	TOP3A	Gallus gallus (Chicken)	96
A0A1L1RS78	A0A1L1RS78_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	157
A0A1L1RWK5	A0A1L1RWK5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	132
F1C6U7	F1C6U7_CHICK	unreviewed	MHC class II antigen beta chain	B-LB	Gallus gallus (Chicken)	263
F1NGE5	F1NGE5_CHICK	unreviewed	APC membrane recruitment protein 1		Gallus gallus (Chicken)	1094
F1NQS9	F1NQS9_CHICK	unreviewed	Zinc finger protein 598	ZNF598	Gallus gallus (Chicken)	877
A0A1D5P4N4	A0A1D5P4N4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	353
A0A1D5PWD7	A0A1D5PWD7_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	312
A0A1D5P3R9	A0A1D5P3R9_CHICK	unreviewed	Cancer susceptibility 3	CASC3	Gallus gallus (Chicken)	662
A0A1D5PM16	A0A1D5PM16_CHICK	unreviewed	NmrA-like family domain-containing protein 1	NMRAL1	Gallus gallus (Chicken)	272
A0A1D5PXB3	A0A1D5PXB3_CHICK	unreviewed	Solute carrier family 5 member 12	SLC5A12	Gallus gallus (Chicken)	526
A0A1L1RSB6	A0A1L1RSB6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	419
A0A1L1RZI2	A0A1L1RZI2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	261
F1NME0	F1NME0_CHICK	unreviewed	Apolipoprotein L domain containing 1	APOLD1	Gallus gallus (Chicken)	246
F1NBK5	F1NBK5_CHICK	unreviewed	Craniofacial development protein 1 (Bucentaur)	CFDP1	Gallus gallus (Chicken)	229
F1NGS9	F1NGS9_CHICK	unreviewed	Phosphodiesterase 12		Gallus gallus (Chicken)	203
F1NN68	F1NN68_CHICK	unreviewed	Phosphoinositide phospholipase C (EC 3.1.4.11)		Gallus gallus (Chicken)	1277
Q5ZL81	Q5ZL81_CHICK	unreviewed	LIM domain-containing protein	RCJMB04_7e16	Gallus gallus (Chicken)	338
R4GGU8	R4GGU8_CHICK	unreviewed	Immunoglobulin superfamily member 6	IGSF6	Gallus gallus (Chicken)	232
